yyyy,mm,yearmonth,SOI,NAO,EA,WP,EP_NP,PNA,EA_WR,SCA,TNH,POL,PT,expl_var,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX,CAPCP,CATAVG,CAPDSI,CAPHDI,CAZNDX,CAPMDI
1951,1,195101,1.5,-0.42,-1.47,-0.07,-0.81,-1.18,-0.74,0.23,-0.09,1.79,-99.9,56.1,1.72,37.4,-0.65,-0.65,-1.94,-0.65,0,846,-1.39,-0.68,-0.81,-0.54,0.22,-0.42,-0.13,26.2,48.5,2.34,30.2,1.48,1.48,0.49,0.89
1951,2,195102,0.9,0.35,-0.17,-0.58,-1.32,-2.11,-1.66,1.25,-1.3,1.23,-99.9,54.1,2.63,38.3,-0.79,-0.79,-0.64,-0.79,0,751,-0.2,-1.12,-0.74,-0.39,-0.36,-0.36,-0.13,26.2,50.3,2.27,34.54,1.62,1.62,0.89,1.31
1951,12,195112,-0.7,1.13,0.21,0.2,-99.9,-1.59,0.04,-0.71,0.58,0.47,-99.9,69,4.43,38.5,0.99,0.99,1.85,0.99,0,815,0.94,1.34,0.53,-0.45,-0.03,-0.44,-0.39,27.8,49.2,2.6,38.55,1.78,1.78,0.98,1.78
1952,1,195201,-0.9,0.57,-2.26,1.43,1.59,-3.19,-1.07,-0.5,-0.21,-0.27,-99.9,85.2,4.77,40.2,1.5,1.5,1.82,1.5,0,775,1.14,1.33,1.6,0.07,0.17,0.13,-0.18,30.2,50.1,2.35,49.73,1.65,1.65,0.15,1.65
1952,2,195202,-0.6,-1.38,-1.84,0.88,-1.09,0.08,-1.46,-0.75,0.07,0.02,-99.9,76.7,2.84,39.6,1.18,1.18,-0.47,0.85,0,717,-0.03,0.8,1.1,0.29,0.36,0.2,-0.13,29,50.1,2.37,60.76,0.92,0.92,1.66,0.01
1952,12,195212,-1.2,-0.49,-1.31,0.71,-99.9,0.63,-0.26,0.85,-1.89,0.61,-99.9,76,2.86,37,0.46,-0.72,-0.02,0.21,0,872,-0.22,0.94,0.12,0.04,0.05,0.48,0.09,27.6,46.3,3.44,66.65,1.54,1.54,2.14,1.54
1953,1,195301,0.3,-0.12,-2.69,-1.24,0.24,0.18,0.84,-0.09,-0.74,-0.06,-99.9,68.6,3.41,39.9,0.44,-0.62,0.07,0.34,2,781,0.27,-0.02,0.84,0.28,-0.18,0.21,0.26,30.2,49.6,2.85,73.69,1.64,1.64,0.78,1.64
1953,2,195302,-0.5,-1,-1.34,1.38,-1.51,1.04,-0.25,-0.61,1.04,1.09,-99.9,84.1,3.22,40.9,0.37,-0.57,-0.05,0.35,0,670,0.27,0.29,0.1,0.01,-0.17,0.32,0.33,29.9,51.9,2.61,71.89,1.62,1.62,0.42,1.62
1953,12,195312,-0.5,-0.52,-1.05,0.84,-99.9,0.96,0.73,1.03,1.4,1.36,-99.9,70.3,3.56,38.4,-3.65,-3.65,-0.94,-3.65,0,808,0.33,-0.48,-1,-1.92,-1.65,-1.17,-0.42,27.9,48.8,2.57,64.09,1.64,1.64,0.57,1.64
1954,1,195401,0.7,-0.08,-2.49,-0.26,0.6,-2.11,0.52,0.77,-0.3,0.55,-99.9,56,4.4,36,-2.95,-2.95,0.97,-2.51,0,910,0.92,0.8,0.1,-0.97,-1.3,-0.98,-0.51,25.3,46.7,2.3,54,1.67,1.67,0.59,1.67
1954,2,195402,-0.3,0.4,-1.02,-0.67,-1.75,-0.48,0.03,1.63,-1.4,0.95,-99.9,69.6,1.68,41.8,-3.4,-3.4,-2.26,-3.4,0,647,-1.06,-0.02,0.16,-0.98,-1.65,-1.31,-0.67,29.6,54,2.43,38.08,1.95,1.95,1.36,1.95
1954,12,195412,1.4,0.55,-1.6,-1.42,-99.9,-0.82,-0.58,3.06,-1.18,3.08,-99.9,73.2,3.42,35,-2.35,-2.35,0.78,-1.68,0,924,0.22,0.17,0.72,-0.45,-0.71,-0.67,-1.36,25.4,44.5,3.12,31.23,2.69,2.69,2.82,2.69
1955,1,195501,-0.5,-2.65,-0.24,0.4,-1.32,-0.14,-0.79,-1.36,0.4,1.39,-99.9,68.7,1.24,33.1,-2.88,-2.88,-2.31,-2.88,0,987,-2.22,-0.94,-0.71,-0.76,-1.07,-1.27,-1.58,23.5,42.8,2.44,32,3.19,3.19,2.33,3.19
1955,2,195502,1.9,-1.71,0.03,-0.66,-1.71,-2.62,-1.69,-0.87,-0.09,-0.26,-99.9,71.3,3.78,37.2,0.35,-2.24,1.04,-1.75,0,786,0.68,-0.67,-0.38,-0.39,-1.05,-0.89,-1.51,25.3,49.2,2,35.46,2.85,2.85,0.03,2.78
1955,12,195512,1,0.07,0.35,-1.28,-99.9,-2.37,0.73,-0.42,-1.4,0.14,-99.9,72.2,0.99,32.3,-1.02,-1.02,-2.14,-1.02,0,1016,-1.99,-1.91,-1.63,-0.06,-0.21,-0.22,-0.59,22,42.7,2.93,37.69,3.28,3.28,2.18,3.28
1956,1,195601,1.3,-0.76,-2.27,-2.87,-0.39,-2.34,-0.74,-0.23,-3.26,-0.04,-99.9,82.6,1.62,32.7,-1.52,-1.52,-1.8,-1.52,0,999,-1.53,-2.49,-2.43,-0.41,-0.6,-0.16,-0.98,23.4,41.9,2.4,51.66,0.13,2.81,0.4,2.59
1956,2,195602,1.6,-1.71,-2.61,-1.65,-1.99,-1.69,-0.89,0.46,0.61,0.24,-99.9,79.4,4.49,40.7,0.57,-0.8,1.7,0.18,0,688,1.16,0,-1.08,-1.25,-0.11,0.01,-0.61,30.6,50.7,2.69,60.58,0.35,2.29,0.68,1.74
1956,12,195612,1.1,0,-0.96,-2.76,-99.9,-0.61,0.38,2.25,0.88,0.42,-99.9,87.5,2.86,45.8,0.64,0.64,-0.76,-0.06,3,605,-0.22,-0.32,0.21,0.61,0.1,-0.08,-0.15,35.4,56.2,2.2,70.75,1.2,1.17,2.66,0.47
1957,1,195701,0.6,0.71,-0.93,-0.47,1.42,-2.18,0.69,0.75,1.65,0.91,-99.9,74.3,3.77,33.7,0.9,0.9,0.97,0.78,0,989,0.52,0.17,-0.03,0.19,0.17,0.31,0.13,24.5,42.9,2.39,74.1,1.85,1.85,2.33,1.85
1957,2,195702,-0.1,-0.32,0.7,-1.96,-0.98,-1.89,-1.73,-0.92,0.18,-2.27,-99.9,75,4.58,41.3,1.4,1.4,1.79,1.4,0,680,1.22,1.16,0.8,0.92,0.76,0.36,0.23,31.5,51.1,2.62,72.82,2.03,2.03,1.13,2.03
1957,12,195712,-0.3,0.02,-1.97,1.11,-99.9,-0.73,0.46,-0.3,-0.24,0.69,-99.9,57.2,4.55,39.5,1.76,1.76,1.93,1.76,0,784,1.02,1.34,0.97,0.54,0.41,0.51,0.35,29.5,49.6,1.53,65.89,2.94,2.94,3.35,2.94
1958,1,195801,-1.9,-1.14,-1.48,0.26,-0.38,0.62,-0.21,-0.34,-1.82,-0.38,-99.9,73.1,3.42,31.1,1.77,1.77,0.56,1.77,0,1041,0.28,0.8,1.17,1.18,0.3,0.44,0.53,21.6,40.6,0.54,52.95,4.01,4.01,4.11,4.01
1958,2,195802,-0.5,-1.64,0.61,-1.33,0.13,0.36,-0.14,-0.38,-1.33,-0.26,-99.9,64.3,3.47,29.5,1.88,1.88,0.89,1.88,0,983,0.45,0.43,0.88,1.52,0.66,0.26,0.4,20.3,38.8,2.15,39.92,3.98,3.98,1.14,3.98
1958,12,195812,-0.6,-0.74,-0.3,-0.24,-99.9,0.35,-0.08,-0.6,0.51,-1.73,-99.9,54.6,3.58,31.3,-0.61,1.43,0.94,0.34,0,1053,0.34,-0.23,-0.41,-0.36,0.29,0.47,0.71,20.8,41.8,2.45,33.44,4.08,4.08,1.53,4.08
1959,1,195901,-0.9,-1.52,-0.72,-0.91,1.62,-1.54,-0.87,-0.65,0,-0.09,-99.9,53.5,2.05,33.4,-0.97,0.86,-1.27,-0.65,0,979,-0.96,-0.36,-0.7,-0.72,-0.22,0.2,0.46,22.4,44.5,2.64,36.43,3.98,3.98,0.96,3.98
1959,2,195902,-1.4,0.33,-0.55,0.74,0.04,-1.23,2.2,0.23,1.21,1.99,-99.9,85.7,1.69,38.6,-1.52,-1.52,-1.96,-1.52,0,747,-1.05,-1.58,-0.96,-1.53,-0.82,-0.11,0.08,26.9,50.3,2.06,35.87,3.54,3.54,0.09,3.44
1959,12,195912,0.9,0.32,0.49,0.62,-99.9,0.36,-1.02,2.29,-0.74,2.33,-99.9,68.1,2.88,38.9,0.85,0.85,-0.13,0.85,0,803,-0.2,0.11,1,0.95,0.53,-0.15,0.28,28.9,48.9,2.61,43.75,3.31,3.31,0.42,3.31
1960,1,196001,0.1,-2.01,-0.22,-0.03,-0.76,-0.16,0.06,0.06,0.23,-1.42,-99.9,55.1,2.45,36.4,0.46,0.46,-0.92,0.46,0,884,-0.54,-0.54,-0.23,0.24,0.11,-0.09,0.1,27.6,45.2,2.96,48.76,2.23,2.23,2.22,1.28
1960,2,196002,0.1,-2.59,0.99,0.54,0.52,-0.22,0.15,-0.29,-0.58,0.08,-99.9,69.1,4.89,35.6,1.3,1.3,2.67,1.3,0,815,1.42,0.67,0.41,0.96,0.74,0.55,0.28,25.8,45.3,3.26,59.18,1.52,1.52,1.46,0.03
1960,12,196012,0.8,-0.03,-2.47,0.08,-99.9,1.15,-1.97,0.48,1.15,-0.07,-99.9,76.9,2.02,30.5,-1.17,-1.17,-1.14,-1.17,0,1073,-0.94,-1.6,-1.43,-0.45,-0.36,-0.27,-0.24,19,42.1,2.54,70.18,1.82,1.82,1.38,0.81
1961,1,196101,-0.3,-0.03,-0.44,-0.61,1.09,1.16,-0.52,1.21,-0.15,0.37,-99.9,60,2.52,29.6,-1.26,-1.26,-0.61,-1.26,0,1106,-0.47,-1.02,-1.61,-0.61,-0.45,-0.27,-0.22,18.6,40.5,2.65,74.17,1.78,1.78,0.44,0.92
1961,2,196102,0.9,0.07,0.75,-1.26,-1.5,0.17,0.19,-0.07,-0.74,1.23,-99.9,61,4.99,39.2,0.85,0.85,2.54,0.85,0,734,1.48,0.75,0.12,-0.25,-0.41,-0.23,0.2,28.5,49.9,2.29,72.1,2,2,1.21,1.51
1961,12,196112,1.5,-1.46,0.95,-2.92,-99.9,-1.54,-0.26,0.25,-1.57,2.11,-99.9,86.6,4.94,35.6,1.94,1.94,2.69,1.94,0,915,1.28,0.69,0.99,0.29,0.71,0.9,0.49,26.4,44.9,1.5,66.16,2.92,2.92,3.39,2.92
1962,1,196201,2,0.2,0.36,-1.92,0.74,-0.74,-0.62,-0.53,1.24,1.78,-99.9,67,3.98,33.4,2.16,2.16,1.25,2.16,0,975,0.66,1.21,0.84,0.73,0.8,1.18,0.63,23.4,43.3,1.51,56.21,3.4,3.4,2.35,3.4
1962,2,196202,-0.3,0.18,-2.01,-0.13,1.66,-0.54,-0.12,-0.64,0.59,0.83,-99.9,63,3.6,37.4,2.2,2.2,0.77,2.2,0,803,0.55,0.79,1.27,0.71,0.85,0.93,0.47,27.1,47.7,1.79,43.88,3.93,3.93,2.62,3.93
1962,12,196212,0.2,-1.31,-1.88,-0.68,-99.9,-0.38,-0.08,-0.61,-0.2,0.44,-99.9,65,3.31,31.9,1.06,1.58,0.79,1.45,0,1026,0.14,1.29,0.47,-0.14,0.11,0.36,0.89,21.8,42,2.5,33.69,4.17,4.17,1.93,4.17
1963,1,196301,1,-2.98,-2.76,-3.28,1,0.09,-0.09,-0.64,2.14,2.07,-99.9,82.3,1.87,30.8,0.46,0.93,-1.46,0.05,0,1055,-1.18,-0.62,0.59,-0.54,-0.23,-0.05,0.78,19.9,41.7,2.54,30.9,4.16,4.16,1.27,4.16
1963,2,196302,0.6,-1.53,-0.07,-2.32,1.07,0.79,-1.07,-0.02,-0.01,3.53,-99.9,81.8,2.27,29.9,0.16,0.58,-0.77,-0.65,0,984,-0.51,-1.28,-0.89,-0.27,-0.33,-0.28,0.44,18.4,41.4,1.49,41.41,4.61,4.61,2.62,4.61
1963,12,196312,-1.2,-1.87,-0.85,0.02,-99.9,1.46,0.18,-1.55,0.49,-0.56,-99.9,75.4,1.99,28.7,-3.13,-3.13,-1.14,-2.95,0,1112,-0.97,0.72,-0.53,-1.57,-2.38,-1.95,-1.11,19.4,38,2.16,39.25,4.32,4.32,0.55,4.32
1964,1,196401,-0.4,-1.62,-0.15,-0.16,-1.95,-0.44,2.14,0.38,-0.31,1.7,-99.9,74.5,4.02,34.8,-2.4,-2.4,1.23,-1.69,0,928,0.69,-0.16,0.87,-0.77,-1.5,-1.5,-1.06,23.5,46.2,2.4,54.18,4.31,4.31,1.32,4.31
1964,2,196402,0,-2.06,-0.33,0.01,-2.52,1.36,-0.23,-0.46,1.91,1.12,-99.9,63.4,4.36,33.6,-1.46,-1.46,2.06,0.05,0,868,1.07,1.18,0.47,0.08,-0.88,-1.13,-0.97,23.5,43.8,2.69,58.59,3.84,3.84,0.08,3.75
1964,12,196412,-0.3,-0.23,-2.98,-0.43,-99.9,-2.03,-0.27,1.16,-0.41,0.43,-99.9,62.2,3.27,39.5,-1.84,-1.84,0.2,-1.65,0,786,0.11,-0.14,0.09,0.06,-0.72,-0.51,-1.91,29.8,49.3,2.5,68.85,3.81,3.81,1.1,3.81
1965,1,196501,-0.4,-0.65,-1.83,-1,0.6,-0.92,-0.37,0.39,0.03,0.85,-99.9,31.8,2.91,34.3,-1.71,-1.71,-0.19,-1.54,0,968,-0.12,-0.07,-0.24,-0.07,-0.86,-0.73,-1.56,23.3,45.2,2.01,75.47,4.34,4.34,2.76,4.34
1965,2,196502,0.4,-2.2,-2.32,-1.04,-0.93,-1.03,1.46,-0.21,0.65,-1.02,-99.9,75.3,3.16,35.9,-1.45,-1.45,0.27,-1.09,0,809,0.22,-0.02,0.03,0.06,-0.4,-0.97,-1.45,24.2,47.5,2.52,72.18,4.31,4.31,1.25,4.31
1965,12,196512,0.2,1.18,0.28,0.38,-99.9,-1.56,-1.13,0.95,-1.49,1.22,-99.9,69.1,0.37,39.2,-4.66,-4.66,-4.73,-4.66,0,794,-2.75,-3.09,-2.38,-2.13,-2.69,-2.01,-1.96,27.6,50.7,1.95,66.45,4.62,4.62,2.27,4.62
1966,1,196601,-1.3,-2.54,0.16,0.42,-0.36,-0.15,-0.49,0.33,-0.31,0.96,-99.9,55.1,3.99,29.8,-4.47,-4.47,-0.86,-4.47,0,1084,0.67,-1.13,-1.94,-1.71,-2.22,-1.76,-1.75,20.6,38.9,2.35,54.68,4.05,4.05,0.29,3.88
1966,2,196602,-0.2,-2.02,1.69,0.73,-0.55,-2.05,-0.02,-0.16,-0.08,-1.28,-99.9,68.6,3.72,34.5,-3.63,-3.63,1.13,-3.14,0,853,0.63,0.85,-0.56,-1.33,-1.6,-1.74,-1.86,25.2,43.9,1.54,44.06,4.63,4.63,3,4.63
1966,12,196612,-0.3,0.58,-1.96,-1.34,-99.9,-0.21,-0.61,3.15,-1.18,1.35,-99.9,85.2,3.26,35.4,1.1,-1.33,0.58,0.31,0,918,0.1,-0.25,-0.06,0.16,-0.25,-0.4,-1.85,26.1,44.6,2,33.91,5.14,5.14,2.96,5.14
1967,1,196701,1.7,-1.55,-0.95,0.86,-0.22,-1.16,0.34,0.19,-0.01,1.11,-99.9,39.2,1.9,38.3,-0.59,-1.79,-1.77,-0.76,0,817,-1.15,-0.63,-0.79,0.02,-0.47,-0.81,-1.81,27.6,48.9,1.69,29.35,5.9,5.9,3.87,5.9
1967,2,196702,1.7,-0.23,-0.22,0,-0.56,-0.2,-0.52,0.64,1.27,2.46,-99.9,61.4,2.63,32.7,-0.63,-1.7,-0.29,-0.77,0,904,-0.2,-1,-0.71,0.23,-0.61,-1.03,-1.9,22.1,43.4,2.22,31.05,5.86,5.86,1.7,5.86
1967,12,196712,-0.6,-0.51,-3.32,-0.56,-99.9,-1.12,0.4,-1.23,-0.82,-0.62,-99.9,68.4,5.53,39.1,1.19,1.19,3.19,1.19,0,811,1.64,0.59,0.17,0.27,-0.35,-0.76,-0.8,29,49.2,1.98,40.06,5.7,5.7,1.34,5.7
1968,1,196801,0.5,-0.36,-2.67,-2.08,-0.24,-1.78,0.62,-1.06,-0.94,-0.88,-99.9,78.1,2.96,30.2,-0.01,1.06,-0.04,0.94,0,1083,-0.08,1.03,0.39,0.22,-0.07,-0.57,-0.94,19.9,40.6,2.49,52.86,5.31,5.31,0.58,5.31
1968,2,196802,1.3,-1.91,-0.14,-3.18,-0.65,1.11,-1.26,-0.44,-0.62,1.86,-99.9,76.2,0.51,30.3,-1.08,-1.08,-3.19,-1.08,0,955,-2.38,-1.8,-0.12,-1.02,-0.79,-0.99,-1.39,18.6,42.2,2.92,61.29,4.86,4.86,0.31,4.86
1968,12,196812,0.2,-1.39,-0.15,0.64,-99.9,-1.74,-0.58,1.06,-1.1,1.36,-99.9,68.1,2.14,33.9,-1.85,-1.85,-0.88,-1.85,0,954,-0.83,-0.23,0.02,-0.92,-0.97,-1.43,-1.67,24.2,43.7,2.47,66.54,4.53,4.53,0.51,4.53
1969,1,196901,-1.5,-1.48,-1.7,-0.71,0.6,-2.96,0.17,1.49,-1.6,-1.55,-99.9,79.2,2.29,31.5,-1.96,-1.96,-0.91,-1.96,0,1041,-0.7,-1.09,-0.6,-0.95,-1.06,-1.54,-1.47,22,40.9,2.92,74.44,3.96,3.96,0.32,3.78
1969,2,196902,-0.5,-2.2,-0.52,0.61,-0.58,-1.97,-2.12,1.41,-2.14,0.19,-99.9,88.8,2.85,34.8,-1.79,-1.79,-0.09,-1.76,0,845,-0.02,-0.59,-0.98,-0.79,-1.21,-1.12,-1.46,26.9,42.7,2.74,73.87,3.57,3.57,0.07,3.36
1969,12,196912,0.4,-0.35,-2.81,0.57,-99.9,1.53,-0.96,1.2,-0.93,-0.06,-99.9,84.8,5.5,33.1,1.68,1.68,3.51,1.68,0,977,1.62,0.74,-0.01,0.66,0.13,-0.22,-1.19,25,41.3,2.11,65.88,3.68,3.68,1.44,3.68
1970,1,197001,-1.1,-2.26,1.25,-2.17,0.23,0.12,-0.14,0.84,-0.26,-0.06,-99.9,81,1.59,28.2,-0.61,0.9,-1.83,-0.09,0,1141,-1.58,0.39,-0.02,-0.24,0,-0.37,-1.32,18.1,38.4,2.04,55.04,3.47,3.47,0.51,3.47
1970,2,197002,-1,0.28,-0.17,0.01,0.61,1.01,-1.15,-0.45,0.24,-1.74,-99.9,56.4,2.82,35.6,-0.6,0.75,-0.18,-0.33,0,823,-0.05,-1.08,0.28,-0.63,0.23,-0.35,-1.02,24.4,46.7,1.92,38.23,3.37,3.37,0.76,3.37
1970,12,197012,1.9,-1.2,-1.89,0.57,-99.9,-1.09,0.81,0.73,-0.37,0.55,-99.9,66.1,2.54,38.4,-1.88,-1.88,-0.63,-1.88,0,828,-0.48,0.16,0.34,-0.22,-0.66,-1.16,-0.97,28.3,48.5,2.24,31.71,3.37,3.37,1.05,3.37
1971,1,197101,0.4,-1.82,1.72,-2.51,0.05,-2.43,-1.57,-0.18,0.28,2.6,-99.9,82.6,2.81,31.4,-1.76,-1.76,-0.23,-1.76,0,1056,-0.21,-0.52,-0.04,-0.55,-0.88,-0.92,-0.88,22.2,40.7,2.27,31.01,3.27,3.27,0.73,3.27
1971,2,197102,2,-0.17,-1.26,-1.65,-1.99,-0.16,0.38,0.11,-0.22,-1.85,-99.9,66.4,4.47,36.3,0.68,-0.9,2.05,0.18,0,796,1.15,0.64,0.24,0,-0.28,-0.6,-0.67,25.4,47.3,2.62,32.27,2.23,2.23,2.1,1.33
1971,12,197112,0.3,0.47,-2.07,0.45,-99.9,-1.76,1.63,0.44,0.33,-0.12,-99.9,80.3,1.3,45,1.08,1.08,-2.64,-0.17,2,624,-1.65,-1.06,0.81,0.58,0.92,0.82,-0.16,34.7,55.2,1.82,40.75,2.67,2.67,2.01,2.52
1972,1,197201,0.5,-0.19,-0.97,-0.05,-0.46,-2.46,0.56,2.42,1.34,-0.5,-99.9,79.2,3.02,38.1,0.87,0.87,-0.29,-0.48,0,838,-0.03,-1.16,-0.93,0.63,1.08,0.87,-0.02,27.9,48.3,2.07,49.37,2.58,2.58,0.55,2.58
1972,2,197202,1.1,-0.08,0.59,-2.26,0.15,-2.27,-1.07,2.01,-0.36,1.55,-99.9,82.8,4.91,34.4,1.71,1.71,2.78,1.45,0,856,1.43,0.96,-0.02,1.07,0.71,0.96,0.25,24.7,44.1,2.6,61.77,2.78,2.78,1.41,2.78
1972,12,197212,-1.3,0.09,0.31,0.71,-99.9,-0.86,-0.21,0.59,1.79,0.06,-99.9,77.3,4.62,42.1,4.93,4.93,1.8,4.93,0,709,1.07,1.8,2.25,1.6,2.26,2.37,2.04,33.4,50.8,2.21,70.36,3.35,3.35,2.55,3.35
1973,1,197301,-0.3,-0.46,0.94,0.47,-0.8,-0.88,1.06,1.68,-0.93,1.2,-99.9,77.5,2.6,35.2,4.21,4.21,-0.64,3.91,0,919,-0.39,0.45,1.31,1.29,2.2,2.4,2.15,24.5,45.8,2.78,73.06,3.37,3.37,1.12,3.37
1973,2,197302,-1.4,0.52,-1.03,1.12,0.95,-0.14,-0.89,-0.57,-0.56,1.37,-99.9,70.5,3.25,34.9,3.93,3.93,0.46,3.75,0,843,0.29,-0.15,0.51,1.81,2.24,2,2.03,24,45.9,2.21,71.69,3.65,3.65,1.87,3.65
1973,12,197312,1.8,0.21,-2.78,0.43,-99.9,0.23,-0.34,-1.52,-0.57,-0.45,-99.9,53.7,6.21,37.6,1.19,1.76,3.58,0.94,0,840,2.04,1.09,0.99,0.22,0.53,0.53,1.88,28.2,47,1.44,65.1,4.39,4.39,3.33,4.39
1974,1,197401,2.4,1.05,0.3,-3.37,-0.65,-1.54,0.47,1.18,0.48,-1.83,-99.9,89.6,4.22,43.5,1.34,1.85,0.8,1.18,5,693,0.81,1.81,1.23,0.7,0.4,0.83,2.13,34.4,52.6,2,56.16,4.3,4.3,1.09,4.3
1974,2,197402,2.1,-0.6,0,-0.78,-1.12,-1.5,-1.65,0.56,-0.04,0.46,-99.9,66.2,2.39,37.4,0.9,1.36,-0.9,0.41,0,782,-0.4,0.28,1.38,0.45,0.14,0.69,1.84,26.3,48.5,1.36,40.32,4.91,4.91,3.16,4.91
1974,12,197412,0.2,1.3,-0.67,-0.89,-99.9,0.38,0.48,2.06,-1.02,2.55,-99.9,80.9,4.06,38.3,0.73,0.73,1.4,0.73,0,810,0.69,-0.04,-0.78,-0.44,-0.19,-0.13,0.33,28.5,48.1,2,36.23,5.64,5.64,3.71,5.64
1975,1,197501,-0.5,0.17,-0.15,-0.46,-1.52,-1.2,-0.22,-0.81,0.99,0.42,-99.9,71.5,4.12,38,1.04,1.04,1.15,1.04,0,839,0.75,0.89,0.32,0.1,0.15,-0.17,0.47,27.5,48.5,2.13,27.07,6.24,6.24,3.53,6.24
1975,2,197502,0.8,-1.15,-0.31,-0.77,-0.5,-0.51,1.35,0.29,0.36,0.67,-99.9,45.9,3.23,39.4,0.97,0.97,0.1,0.93,0,726,0.27,0.67,0.87,0.02,-0.03,0.03,0.47,29.6,49.2,2.08,38.07,6.58,6.58,2.94,6.58
1975,12,197512,2.1,-0.09,-3.13,-1.01,-99.9,-0.16,0.92,-1.48,-0.35,1.69,-99.9,63.3,3.03,37.1,2.64,2.64,0.19,2.28,0,861,-0.08,-0.4,-0.39,1.16,0.81,1.66,1.07,27.2,47.1,2.51,41.27,0.01,5.9,0.02,5.85
1976,1,197601,1.4,-0.8,-2.72,-0.71,-0.3,-0.25,0.61,-1.57,0.66,-0.24,-99.9,68.2,4.04,32,2.83,2.83,1.37,2.83,0,1022,0.7,0.38,0.02,0.84,1.14,1.69,1.04,22,42,3.65,50.7,1.19,4.11,3.56,2.71
1976,2,197602,1.7,0.61,-0.9,-0.39,0.07,-2.38,0.86,0.87,0,0.87,-99.9,78.1,1.72,44.6,-0.84,1.7,-2.52,0.59,0,568,-1.02,-0.2,-0.22,0.81,0.85,1.39,0.97,31.9,57.3,4.24,59.65,2.4,2.35,4.02,0.49
1976,12,197612,-0.3,-1.57,-0.42,-1.11,-99.9,0.21,-1.78,1.89,0.27,0.89,-99.9,67,2.75,33.1,-0.14,1.9,0.05,1.57,0,986,-0.31,-0.88,1.32,0.37,0.07,-0.32,0.96,22,44.2,3.65,68.7,2.92,1.34,2.3,2.14
1977,1,197701,-0.4,-1.72,-0.8,-1.08,0.75,1.6,-0.49,1.11,0.88,-2.48,-99.9,85.1,1.96,22.8,-0.57,1.26,-1.34,0.31,0,1305,-1.07,-0.91,-1.32,0.36,0.22,-0.73,0.67,13.5,32,2.28,74.28,2.6,1.22,0.07,1.99
1977,2,197702,1.2,-1,2.06,0.08,-1.4,2.43,-1.73,0.84,0.22,-0.17,-99.9,82.4,1.15,35.7,-1.34,-1.34,-2.49,-1.34,0,805,-1.61,-2.11,-1.86,0.43,-0.33,-0.84,0.41,23.1,48.2,2.19,71.65,1.98,1.45,1.05,1.24
1977,12,197712,-1.1,-1.02,0.89,-0.67,-99.9,-0.8,0.33,0.49,-0.07,0.88,-99.9,62.1,3.82,35.4,1.92,1.92,1.29,1.92,0,913,0.52,1.43,1.9,0.76,0.17,-0.62,-0.63,25.8,44.9,2.86,64.18,2.21,0.86,1.3,1.97
1978,1,197801,-0.3,0.26,-1.12,-0.01,2.76,0.13,-0.63,0.51,-0.6,1.77,-99.9,59.8,6.94,27.8,3.45,3.45,5.16,3.45,0,1134,2.2,1.93,2.3,2.28,0.88,0.31,-0.26,18.9,36.8,2.76,51.67,2.79,2.79,2.41,2.79
1978,2,197802,-2.7,-2.94,0.79,-0.15,0.48,1.4,-0.98,0.23,-0.65,1.69,-99.9,82.8,0.66,27.6,2.1,2.1,-2.99,0.85,0,1053,-2.18,0.8,0.88,1.66,0.69,0.25,-0.41,17.7,37.4,3.12,40.26,3.61,3.61,3.34,3.61
1978,12,197812,-0.1,-1.54,1.5,1.3,-99.9,-1.02,0.29,-0.23,-0.7,-0.28,-99.9,75.8,4.17,39.2,0.29,-1.18,0.86,-0.66,0,788,0.76,0.76,-0.17,-0.52,0.01,0.41,-0.09,27.8,50.5,2.4,37,3.98,3.98,2.21,3.98
1979,1,197901,-0.4,-2.12,-0.98,1.43,2.12,-1.54,-0.79,0.53,0.4,0.71,-99.9,68,6.18,32,1.65,1.65,4.17,1.65,0,1011,1.86,1.78,1.61,0.17,0.45,0.25,0.41,23,41,2.29,31.6,4.23,4.23,1.98,4.23
1979,2,197902,1,-1.2,1.28,-0.66,-0.18,-2.73,-0.2,0.19,-0.57,1.81,-99.9,58.6,4.97,27.7,2.46,2.46,2.96,2.46,0,1065,1.47,2.36,2.17,0.54,0.56,1.08,0.9,18.3,37.1,2.43,31.98,4.32,4.32,1.57,4.32
1979,12,197912,-0.7,0.84,0.94,0.03,-99.9,-0.68,0.19,0.35,-0.34,1.67,-99.9,70.2,1.37,38.9,-0.67,3.54,-2.02,2.72,0,798,-1.58,-0.07,0.41,1.55,1.5,2.3,1.77,27.7,50,2.66,37.67,4.32,4.32,1.35,4.32
1980,1,198001,0.4,-1.38,-1.08,-1.71,0.53,-1.01,0.31,0.44,-0.32,-0.92,-99.9,72.6,4.16,34.9,-0.13,3.65,1.41,3.31,0,948,0.77,-0.42,0.31,1.98,1.64,2.01,1.52,26.8,43,3.05,50.27,4.53,4.53,1.97,4.53
1980,2,198002,0.3,-0.39,-0.13,-0.5,0.86,2.03,-0.3,0.82,-0.12,0.99,-99.9,60.7,1.23,31.6,-0.85,2.54,-2.2,1.34,0,931,-1.52,-0.43,-1.28,1.43,1.36,1.29,1.6,20.9,42.4,2.46,62.42,3.39,3.39,2.04,2.55
